Id;Dato;Start;Slutt dato;Slutt;Plasser;Undform;Partinr;Aktivitet;Emne;Fagperson;Email;Tittel;Stedkode;Sted;Rom;Fag;Studentgr;Terminnr;
24V-SOS4100-1-1-1-1;12.02.2024;08:15;12.02.2024;10:00;30;SEMFOR;;Forelesning og studentaktiviteter;SOS4100;Birkelund, Gunn Elisabeth;;Professor;185900100;UiO - udefinert;BL11301 Seminarrom 301;;4624, 5493;1;
24V-SGO3090-1-1-2-3-1;12.02.2024;10:15;12.02.2024;12:00;12;SEM;3;Utvikling og politikk;SGO3090;Stokke, Kristian;;Professor;185170700;SV-ISS;BL273528 Grupperom 8;;;1;
24V-SVPRO4000-1-1-3-504;12.02.2024;10:15;12.02.2024;12:00;1;SEM-F;;Samling: Gruppeundervisning - Litteratur og kilder ;SVPRO4000;Lien, Marianne Inez;;Universitetsbibliotekar;185342000;UB-HS;BL11038 Seminarrom 038;;6139, 6564;1;
24V-SOSGEO2800-1-1-1-501;12.02.2024;10:15;12.02.2024;12:00;130;FOR;;Forelesninger;SOSGEO2800;Midtbøen, Arnfinn Haagensen;;Professor;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;622, 971, 2229, 4622, 5211, 5869, 5898;1;
24V-SGO3500-1-1-2-2-1;12.02.2024;10:15;12.02.2024;12:00;18;SEM;2;Seminar 2: ;SGO3500;Schnell, Alf Jørgen;;Stipendiat;185170700;SV-ISS;BL11132 Seminarrom 132;;5032, 5034, 5833;1;
24V-SGO3500-1-1-2-1-1;12.02.2024;12:15;12.02.2024;14:00;18;SEM;1;Seminar 1: ;SGO3500;Schnell, Alf Jørgen;;Stipendiat;185170700;SV-ISS;BL11140 Seminarrom 140;;5032, 5034, 5833;1;
24V-SGO2302-1-1-2-1-1;12.02.2024;12:15;12.02.2024;14:00;22;SEM;1;Group 1: Seminar group 1;SGO2302;Berg, Siri Adele Langaas;;;185170700;SV-ISS;BL273521 Grupperom 1;;1642, 5034, 5806;1;
24V-SGO2100-1-1-2-4-1;12.02.2024;14:15;12.02.2024;16:00;22;SEM;4;Seminargruppe 4: ;SGO2100;Sjøstedt, Tine Ellen;;;185170700;SV-ISS;BL11124 Seminarrom 124;;;1;
24V-SVPRO4000-1-1-3-505;12.02.2024;14:15;12.02.2024;16:00;1;SEM-F;;Samling: Gruppeundervisning - Litteratur og kilder ;SVPRO4000;Lien, Marianne Inez;;Universitetsbibliotekar;185342000;UB-HS;BL11038 Seminarrom 038;;6139, 6564;1;
24V-SGO3090-1-1-2-2-1;12.02.2024;14:15;12.02.2024;16:00;12;SEM;2;Miljø og økonomisk geografi;SGO3090;Sæther, Bjørnar;;Professor;185170700;SV-ISS;BL273528 Grupperom 8;;;1;
24V-SOS1100-1-1-1-1;12.02.2024;14:15;12.02.2024;16:00;141;FOR;;Forelesning;SOS1100;Flemmen, Magne Paalgard;;Professor;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;622, 971, 2116, 2229, 4622, 5800, 5869, 6130;1;
24V-SOSGEO1120-1-1-1-1;13.02.2024;08:15;13.02.2024;10:00;200;FOR;;Forelesning;SOSGEO1120;Hermansen, Are Skeie;;Professor;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;971, 1642, 1920, 2040, 2116, 2229, 4622, 5034, 5799, 5800, 5802, 5806, 5851, 6130, 6392, 6420, 6421;1;
24V-SOSGEO1120-1-1-1-1;13.02.2024;08:15;13.02.2024;10:00;200;FOR;;Forelesning;SOSGEO1120;Nosrati, Elias;;;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;971, 1642, 1920, 2040, 2116, 2229, 4622, 5034, 5799, 5800, 5802, 5806, 5851, 6130, 6392, 6420, 6421;1;
24V-SOS2100-1-1-1-1;13.02.2024;10:15;13.02.2024;12:00;170;FOR;;Forelesning;SOS2100;Flemmen, Magne Paalgard;;Professor;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;622, 971, 2116, 2229, 4622, 5800, 5869;1;
24V-SOS2402-1-1-1-1;13.02.2024;12:15;13.02.2024;14:00;70;FOR;;Lectures;SOS2402;Kristensen, Axel Peter;;Stipendiat;185170700;SV-ISS;BL09107 Auditorium 2;;622, 971, 2229, 5211, 5869;1;
24V-SOS3090-1-1-3-501;13.02.2024;12:15;13.02.2024;14:00;40;FOR;;Litteratursøk: Litteratursøk og kildekritikk;SOS3090;Lien, Marianne Inez;;Universitetsbibliotekar;185342000;UB-HS;BL273512 Undervisningsrom 2;;3534, 3931;1;
24V-SGO3200-1-1-1-1;13.02.2024;12:15;13.02.2024;15:00;40;FOR;;Forelesning: ;SGO3200;Sæther, Bjørnar;;Professor;185170700;SV-ISS;BL273513 Undervisningsrom 3;;1642, 5032, 5034;1;
24V-SGO2302-1-1-2-2-1;14.02.2024;08:15;14.02.2024;10:00;22;SEM;2;Group 2: Seminar group 2;SGO2302;Stout, Ole Ronel;;;185170700;SV-ISS;BL11124 Seminarrom 124;;1642, 5034, 5806;1;
24V-SOS4050-1-1-1-1;14.02.2024;10:15;14.02.2024;12:00;40;FOR;;Forelesning;SOS4050;Kjellman, Kjell Erling;;Førstelektor;185170700;SV-ISS;BL26209 Auditorium 209;;4624;1;
24V-SOS4050-1-1-1-1;14.02.2024;10:15;14.02.2024;12:00;40;FOR;;Forelesning;SOS4050;Lappegård, Trude;;Professor;185170700;SV-ISS;BL26209 Auditorium 209;;4624;1;
24V-SOS1100-1-1-2-1-1;14.02.2024;10:15;14.02.2024;12:00;18;SEM;1;Seminar 1;SOS1100;Abuzeid, Aseel Dima Jamale Ahmed;;;185170700;SV-ISS;BL11150 Seminarrom 150;;622, 971, 2116, 2229, 4622, 5800, 5869, 6130;1;
24V-SOSGEO4801-1-1-1-1;14.02.2024;12:15;14.02.2024;14:00;40;SEMFOR;;Forelesning og studentaktiviteter;SOSGEO4801;Sunnemark, Erik Ludvig;;Stipendiat;185170700;SV-ISS;BL11201 Seminarrom 201;;4624, 5407;1;
24V-SOS3090-1-1-3-502;14.02.2024;12:15;14.02.2024;14:00;40;FOR;;Litteratursøk: Litteratursøk og kildekritikk;SOS3090;Lien, Marianne Inez;;Universitetsbibliotekar;185342000;UB-HS;BL273512 Undervisningsrom 2;;3534, 3931;1;
24V-SGO1004-1-1-3-3-1;14.02.2024;12:15;14.02.2024;14:00;10;SEM;3;Seminargruppe 3: ;SGO1004;Gentile, Michael;;Professor;185170700;SV-ISS;BL11038 Seminarrom 038;;5034;1;
24V-SOS2500-1-1-1-1;14.02.2024;12:15;14.02.2024;14:00;125;FOR;;Forelesninger;SOS2500;Parker, John Nathaniel;;Professor;185170700;SV-ISS;BL09132 Trygve Haavelmos auditorium 7;;622, 971, 2229, 2328, 4622, 5869, 5898;1;
24V-SGO1004-1-1-3-2-1;14.02.2024;12:15;14.02.2024;14:00;14;SEM;2;Seminargruppe 2: ;SGO1004;Herstad, Sverre Johan;;Professor;185170700;SV-ISS;BL11134 Seminarrom 134;;5034;1;
24V-SGO2302-1-1-1-1;14.02.2024;14:15;14.02.2024;16:00;120;FOR;;Lecture: ;SGO2302;O'Brien, Karen;;Professor;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;1642, 5034, 5806;1;
24V-SOS1100-1-1-2-2-1;14.02.2024;14:15;14.02.2024;16:00;18;SEM;2;Seminar 2;SOS1100;Kjos, Hannah Løke;;Stipendiat;185170700;SV-ISS;BL11150 Seminarrom 150;;622, 971, 2116, 2229, 4622, 5800, 5869, 6130;1;
24V-SGO3500-1-1-1-501;14.02.2024;14:15;14.02.2024;16:00;40;SEM-F;;Forelesning;SGO3500;Gentile, Michael;;Professor;185170700;SV-ISS;BL09107 Auditorium 2;;5032, 5034, 5833;1;
24V-SOS1100-1-1-2-5-1;15.02.2024;08:15;15.02.2024;10:00;18;SEM;5;Seminar 5;SOS1100;Kjos, Hannah Løke;;Stipendiat;185170700;SV-ISS;BL11150 Seminarrom 150;;622, 971, 2116, 2229, 4622, 5800, 5869, 6130;1;
24V-HGO4941-1-1-1-1;15.02.2024;09:15;15.02.2024;12:00;25;FOR;;Forelesninger: Lecture;HGO4941;Tollefsen, Andreas Forø;;Førsteamanuensis;185170700;SV-ISS;BL10351 PC-stue 351;;4594;1;
24V-SGO2100-1-1-1-1;15.02.2024;10:15;15.02.2024;12:00;100;FOR;;Forelesning: ;SGO2100;Røe, Per Gunnar;;Professor;185170700;SV-ISS;BL09132 Trygve Haavelmos auditorium 7;;5833;1;
24V-SOS4001-1-1-1-1;15.02.2024;10:15;15.02.2024;12:00;60;FOR;;Forelesninger;SOS4001;Birkelund, Gunn Elisabeth;;Professor;185900100;UiO - udefinert;BL09113 Auditorium 4;;4624;1;
24V-SOS4001-1-1-1-1;15.02.2024;10:15;15.02.2024;12:00;60;FOR;;Forelesninger;SOS4001;Andersen, Bjørn Schiermer;;Professor;185170700;SV-ISS;BL09113 Auditorium 4;;4624;1;
24V-SOS2950-1-1-1-501;15.02.2024;10:15;15.02.2024;12:00;30;FOR;;Forelesninger;SOS2950;Isungset, Martin Arstad;;Postdoktor;185170700;SV-ISS;BL09116 Auditorium 5;;971, 2229, 4622;1;
24V-SGO3090-1-1-2-1-1;15.02.2024;10:15;15.02.2024;12:00;12;SEM;1;Bygeografi;SGO3090;Star, Marieke Elisabeth van der;;Stipendiat;185170700;SV-ISS;BL273526 Grupperom 6;;;1;
24V-SGO1004-1-1-2-1;15.02.2024;12:15;15.02.2024;14:00;50;FOR;;Forelesninger: ;SGO1004;Herstad, Sverre Johan;;Professor;185170700;SV-ISS;BL09113 Auditorium 4;;5034;1;
24V-HGO4010-1-1-2-1;15.02.2024;12:15;15.02.2024;15:00;30;SEMFOR;;Lecture;HGO4010;Houeland, Camilla;;Førsteamanuensis;185170700;SV-ISS;BL09116 Auditorium 5;;4594, 5407;1;
24V-SGO3090-1-1-1-1;15.02.2024;14:15;15.02.2024;16:00;30;SEMFOR;;Forelesning;SGO3090;Sæther, Bjørnar;;Professor;185170700;SV-ISS;BL11301 Seminarrom 301;;5032;1;
24V-SOS1100-1-1-2-7-1;15.02.2024;14:15;15.02.2024;16:00;18;SEM;7;Seminar 7;SOS1100;Kjos, Hannah Løke;;Stipendiat;185170700;SV-ISS;BL11150 Seminarrom 150;;622, 971, 2116, 2229, 4622, 5800, 5869, 6130;1;
24V-SGO2100-1-1-2-1-1;16.02.2024;10:15;16.02.2024;12:00;22;SEM;1;Seminargruppe 1: ;SGO2100;Star, Marieke Elisabeth van der;;Stipendiat;185170700;SV-ISS;BL11124 Seminarrom 124;;;1;
24V-KULKOM3090-1-1-3-2-1;16.02.2024;10:15;16.02.2024;12:00;12;SEM;2;Seminargruppe 2;KULKOM3090;Moen-Larsen, Natalia;;Førstelektor;185170700;SV-ISS;BL273528 Grupperom 8;;622, 1573, 2133, 2135, 5869, 6412;1;
24V-SGO2302-1-1-2-5-1;16.02.2024;10:15;16.02.2024;12:00;22;SEM;5;Group 5: Seminar group 5;SGO2302;Berg, Siri Adele Langaas;;;185170700;SV-ISS;BL11120 Seminarrom 120;;;1;
24V-SGO2100-1-1-2-2-1;16.02.2024;10:15;16.02.2024;12:00;22;SEM;2;Seminargruppe 2: ;SGO2100;Schnell, Alf Jørgen;;Stipendiat;185170700;SV-ISS;BL11114 Seminarrom 114;;;1;
24V-SGO1004-1-1-3-1-1;16.02.2024;12:15;16.02.2024;14:00;17;SEM;1;Seminargruppe 1: ;SGO1004;Gentile, Michael;;Professor;185170700;SV-ISS;BL11150 Seminarrom 150;;5034;1;
24V-KULKOM3090-1-1-3-4-501;16.02.2024;12:15;16.02.2024;14:00;12;SEM;4;Seminargruppe 4;KULKOM3090;Moen-Larsen, Natalia;;Førstelektor;185170700;SV-ISS;BL273528 Grupperom 8;;622, 1573, 2133, 2135, 5869, 6412;1;
24V-KULKOM3090-1-1-3-1-1;16.02.2024;14:15;16.02.2024;16:00;12;SEM;1;Seminargruppe 1;KULKOM3090;Storm-Mathisen, Frøja Isabella;;Stipendiat;185170700;SV-ISS;BL273528 Grupperom 8;;622, 1573, 2133, 2135, 5869, 6412;1;
24V-SVPRO4000-1-1-3-506;19.02.2024;09:15;19.02.2024;12:00;40;SEM-F;;Samling: Teori og praksis;SVPRO4000;Johannessen, Beatrice;;Stipendiat;185170700;SV-ISS;BL11201 Seminarrom 201;;6139, 6564;1;
24V-SOS4100-1-1-1-1;26.02.2024;08:15;26.02.2024;10:00;30;SEMFOR;;Forelesning og studentaktiviteter;SOS4100;Gugushvili, Alexi;;Professor;185170700;SV-ISS;BL11301 Seminarrom 301;;4624, 5493;1;
24V-SOSGEO2800-1-1-1-501;26.02.2024;10:15;26.02.2024;12:00;130;FOR;;Forelesninger;SOSGEO2800;Andersson, Mette;;Professor;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;622, 971, 2229, 4622, 5211, 5869, 5898;1;
24V-SOS9050-1-1-1-501;26.02.2024;10:30;26.02.2024;18:00;20;HSEM;1;Heldagsseminar: Avhandlingsseminar: Midtveisevaluering ;SOS9050;Gentile, Michael;;Professor;185170700;SV-ISS;;;;1;
24V-SOS9050-1-1-1-501;26.02.2024;10:30;26.02.2024;18:00;20;HSEM;1;Heldagsseminar: Avhandlingsseminar: Midtveisevaluering ;SOS9050;Gugushvili, Alexi;;Professor;185170700;SV-ISS;;;;1;
24V-SVLEP3090-1-1-3-2-1;26.02.2024;12:15;26.02.2024;14:00;12;SEM;2;Seminar 2;SVLEP3090;Kjellman, Kjell Erling;;Førstelektor;185170700;SV-ISS;BL11134 Seminarrom 134;;3931;1;
24V-SGO2302-1-1-2-1-1;26.02.2024;12:15;26.02.2024;14:00;22;SEM;1;Group 1: Seminar group 1;SGO2302;Berg, Siri Adele Langaas;;;185170700;SV-ISS;BL273521 Grupperom 1;;1642, 5034, 5806;1;
24V-SGO2100-1-1-2-4-1;26.02.2024;14:15;26.02.2024;16:00;22;SEM;4;Seminargruppe 4: ;SGO2100;Sjøstedt, Tine Ellen;;;185170700;SV-ISS;BL11124 Seminarrom 124;;;1;
24V-SOS1100-1-1-1-1;26.02.2024;14:15;26.02.2024;16:00;141;FOR;;Forelesning;SOS1100;Flemmen, Magne Paalgard;;Professor;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;622, 971, 2116, 2229, 4622, 5800, 5869, 6130;1;
24V-SOSGEO1120-1-1-1-1;27.02.2024;08:15;27.02.2024;10:00;200;FOR;;Forelesning;SOSGEO1120;Hermansen, Are Skeie;;Professor;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;971, 1642, 1920, 2040, 2116, 2229, 4622, 5034, 5799, 5800, 5802, 5806, 5851, 6130, 6392, 6420, 6421;1;
24V-SOSGEO1120-1-1-1-1;27.02.2024;08:15;27.02.2024;10:00;200;FOR;;Forelesning;SOSGEO1120;Nosrati, Elias;;;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;971, 1642, 1920, 2040, 2116, 2229, 4622, 5034, 5799, 5800, 5802, 5806, 5851, 6130, 6392, 6420, 6421;1;
24V-SOSGEO4801-1-1-1-501;27.02.2024;10:15;27.02.2024;12:00;40;SEMFOR;;Forelesning og studentaktiviteter;SOSGEO4801;Fagervold, Ida;;Stipendiat;185170700;SV-ISS;BL09116 Auditorium 5;;4624, 5407;1;
24V-SOS2100-1-1-1-1;27.02.2024;10:15;27.02.2024;12:00;170;FOR;;Forelesning;SOS2100;Flemmen, Magne Paalgard;;Professor;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;622, 971, 2116, 2229, 4622, 5800, 5869;1;
24V-SOS9050-1-1-1-502;27.02.2024;10:30;27.02.2024;18:00;20;HSEM;1;Heldagsseminar: Avhandlingsseminar: Midtveisevaluering reservedag;SOS9050;Gentile, Michael;;Professor;185170700;SV-ISS;;;;1;
24V-SOS9050-1-1-1-502;27.02.2024;10:30;27.02.2024;18:00;20;HSEM;1;Heldagsseminar: Avhandlingsseminar: Midtveisevaluering reservedag;SOS9050;Gugushvili, Alexi;;Professor;185170700;SV-ISS;;;;1;
24V-SOS2402-1-1-1-1;27.02.2024;12:15;27.02.2024;14:00;70;FOR;;Lectures;SOS2402;Lappegård, Trude;;Professor;185170700;SV-ISS;BL09107 Auditorium 2;;622, 971, 2229, 5211, 5869;1;
24V-HGO4010-1-1-1-1-1;27.02.2024;12:15;27.02.2024;14:00;15;ØVE;1;Coding group 1;HGO4010;Houeland, Camilla;;Førsteamanuensis;185170700;SV-ISS;BL10351 PC-stue 351;;4594, 5407;1;
24V-SVLEP3090-1-1-3-1-501;27.02.2024;12:15;27.02.2024;14:00;12;SEM;1;Seminar 1;SVLEP3090;Herstad, Sverre Johan;;Professor;185170700;SV-ISS;BL11013 Seminarrom 013;;3931;1;
24V-SGO3200-1-1-1-1;27.02.2024;12:15;27.02.2024;15:00;40;FOR;;Forelesning: ;SGO3200;Sæther, Bjørnar;;Professor;185170700;SV-ISS;BL273513 Undervisningsrom 3;;1642, 5032, 5034;1;
24V-SGO2302-1-1-2-2-1;28.02.2024;08:15;28.02.2024;10:00;22;SEM;2;Group 2: Seminar group 2;SGO2302;Stout, Ole Ronel;;;185170700;SV-ISS;BL11124 Seminarrom 124;;1642, 5034, 5806;1;
24V-HGO4020-1-1-1-1;28.02.2024;10:15;28.02.2024;12:00;25;SEM-F;;Seminar;HGO4020;Hewitt, Iselin;;Stipendiat;185170700;SV-ISS;BL11101 Seminarrom 101;;4594;1;
24V-SOS1100-1-1-2-1-1;28.02.2024;10:15;28.02.2024;12:00;18;SEM;1;Seminar 1;SOS1100;Abuzeid, Aseel Dima Jamale Ahmed;;;185170700;SV-ISS;BL11150 Seminarrom 150;;622, 971, 2116, 2229, 4622, 5800, 5869, 6130;1;
24V-HGO4020-1-1-1-1;28.02.2024;10:15;28.02.2024;12:00;25;SEM-F;;Seminar;HGO4020;Røe, Per Gunnar;;Professor;185170700;SV-ISS;BL11101 Seminarrom 101;;4594;1;
24V-SGO1004-1-1-3-3-1;28.02.2024;12:15;28.02.2024;14:00;10;SEM;3;Seminargruppe 3: ;SGO1004;Gentile, Michael;;Professor;185170700;SV-ISS;BL11038 Seminarrom 038;;5034;1;
24V-SGO1004-1-1-3-2-1;28.02.2024;12:15;28.02.2024;14:00;14;SEM;2;Seminargruppe 2: ;SGO1004;Herstad, Sverre Johan;;Professor;185170700;SV-ISS;BL11134 Seminarrom 134;;5034;1;
24V-SGO2302-1-1-1-1;28.02.2024;14:15;28.02.2024;16:00;120;FOR;;Lecture: ;SGO2302;Milkoreit, Manjana;;Postdoktor;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;1642, 5034, 5806;1;
24V-SOS4200-1-1-1-1;28.02.2024;14:15;28.02.2024;16:00;65;FOR;;Forelesninger;SOS4200;Byrkjeflot, Haldor;;Professor;185170700;SV-ISS;BL09113 Auditorium 4;;4624, 6139, 6140, 6141, 6142, 6564;1;
24V-SOS1100-1-1-2-2-1;28.02.2024;14:15;28.02.2024;16:00;18;SEM;2;Seminar 2;SOS1100;Kjos, Hannah Løke;;Stipendiat;185170700;SV-ISS;BL11150 Seminarrom 150;;622, 971, 2116, 2229, 4622, 5800, 5869, 6130;1;
24V-SGO3500-1-1-1-501;28.02.2024;14:15;28.02.2024;16:00;40;SEM-F;;Forelesning;SGO3500;Gentile, Michael;;Professor;185170700;SV-ISS;BL09107 Auditorium 2;;5032, 5034, 5833;1;
24V-SOS1100-1-1-2-5-1;29.02.2024;08:15;29.02.2024;10:00;18;SEM;5;Seminar 5;SOS1100;Kjos, Hannah Løke;;Stipendiat;185170700;SV-ISS;BL11150 Seminarrom 150;;622, 971, 2116, 2229, 4622, 5800, 5869, 6130;1;
24V-SOS4001-1-1-1-1;29.02.2024;10:15;29.02.2024;12:00;60;FOR;;Forelesninger;SOS4001;Birkelund, Gunn Elisabeth;;Professor;185900100;UiO - udefinert;BL09113 Auditorium 4;;4624;1;
24V-SOS4001-1-1-1-1;29.02.2024;10:15;29.02.2024;12:00;60;FOR;;Forelesninger;SOS4001;Andersen, Bjørn Schiermer;;Professor;185170700;SV-ISS;BL09113 Auditorium 4;;4624;1;
24V-SOS2950-1-1-1-501;29.02.2024;10:15;29.02.2024;12:00;30;FOR;;Forelesninger;SOS2950;Isungset, Martin Arstad;;Postdoktor;185170700;SV-ISS;BL09116 Auditorium 5;;971, 2229, 4622;1;
24V-HGO4010-1-1-1-2-1;29.02.2024;10:15;29.02.2024;12:00;15;ØVE;2;Coding group 2;HGO4010;Houeland, Camilla;;Førsteamanuensis;185170700;SV-ISS;BL10351 PC-stue 351;;4594, 5407;1;
24V-SGO2100-1-1-1-1;29.02.2024;10:15;29.02.2024;12:00;100;FOR;;Forelesning: ;SGO2100;Røe, Per Gunnar;;Professor;185170700;SV-ISS;BL09132 Trygve Haavelmos auditorium 7;;5833;1;
24V-HGO4010-1-1-2-1;29.02.2024;12:15;29.02.2024;15:00;30;SEMFOR;;Lecture;HGO4010;Sibilia, Elizabeth Anne;;Postdoktor;185170900;SV-SAI;BL09116 Auditorium 5;;4594, 5407;1;
24V-SOS1100-1-1-2-7-1;29.02.2024;14:15;29.02.2024;16:00;18;SEM;7;Seminar 7;SOS1100;Kjos, Hannah Løke;;Stipendiat;185170700;SV-ISS;BL11150 Seminarrom 150;;622, 971, 2116, 2229, 4622, 5800, 5869, 6130;1;
24V-SGO2100-1-1-2-2-1;01.03.2024;10:15;01.03.2024;12:00;22;SEM;2;Seminargruppe 2: ;SGO2100;Schnell, Alf Jørgen;;Stipendiat;185170700;SV-ISS;BL11114 Seminarrom 114;;;1;
24V-SGO2302-1-1-2-5-1;01.03.2024;10:15;01.03.2024;12:00;22;SEM;5;Group 5: Seminar group 5;SGO2302;Berg, Siri Adele Langaas;;;185170700;SV-ISS;BL11120 Seminarrom 120;;;1;
24V-SGO2100-1-1-2-1-1;01.03.2024;10:15;01.03.2024;12:00;22;SEM;1;Seminargruppe 1: ;SGO2100;Star, Marieke Elisabeth van der;;Stipendiat;185170700;SV-ISS;BL11124 Seminarrom 124;;;1;
24V-SGO1004-1-1-3-1-1;01.03.2024;12:15;01.03.2024;14:00;17;SEM;1;Seminargruppe 1: ;SGO1004;Gentile, Michael;;Professor;185170700;SV-ISS;BL11150 Seminarrom 150;;5034;1;
24V-SOS4050-1-1-2-1-1;01.03.2024;12:15;01.03.2024;15:00;15;SEM;1;Seminar 1 - Trude;SOS4050;Lappegård, Trude;;Professor;185170700;SV-ISS;BL11041 Seminarrom 041;;4624;1;
24V-SOS4050-1-1-2-2-1;01.03.2024;12:15;01.03.2024;15:00;15;SEM;2;Seminar 2 - Marte;SOS4050;Mangset, Marte;;Førsteamanuensis;185170700;SV-ISS;BL11038 Seminarrom 038;;4624;1;
24V-SOS4050-1-1-2-3-1;01.03.2024;12:15;01.03.2024;15:00;15;SEM;3;Seminar 3 - Kjell;SOS4050;Kjellman, Kjell Erling;;Førstelektor;185170700;SV-ISS;BL11134 Seminarrom 134;;4624;1;
24V-SOS4100-1-1-1-1;04.03.2024;08:15;04.03.2024;10:00;30;SEMFOR;;Forelesning og studentaktiviteter;SOS4100;Borgen, Solveig Topstad;;Postdoktor;185170700;SV-ISS;BL11301 Seminarrom 301;;4624, 5493;1;
24V-SVPRO4000-1-1-3-508;04.03.2024;09:15;04.03.2024;12:00;40;SEM-F;;Samling: Utvikling i og av team;SVPRO4000;Karlsen, Beate;;Førsteamanuensis;185170700;SV-ISS;BL11201 Seminarrom 201;;6139, 6564;1;
24V-SOSGEO2800-1-1-1-501;04.03.2024;10:15;04.03.2024;12:00;130;FOR;;Forelesninger;SOSGEO2800;Fangen, Katrine;;Professor;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;622, 971, 2229, 4622, 5211, 5869, 5898;1;
24V-SGO3500-1-1-2-2-1;04.03.2024;10:15;04.03.2024;12:00;18;SEM;2;Seminar 2: ;SGO3500;Star, Marieke Elisabeth van der;;Stipendiat;185170700;SV-ISS;BL11132 Seminarrom 132;;5032, 5034, 5833;1;
24V-SGO3500-1-1-2-1-1;04.03.2024;12:15;04.03.2024;14:00;18;SEM;1;Seminar 1: ;SGO3500;Star, Marieke Elisabeth van der;;Stipendiat;185170700;SV-ISS;BL11140 Seminarrom 140;;5032, 5034, 5833;1;
24V-SGO2302-1-1-2-1-1;04.03.2024;12:15;04.03.2024;14:00;22;SEM;1;Group 1: Seminar group 1;SGO2302;Berg, Siri Adele Langaas;;;185170700;SV-ISS;BL273521 Grupperom 1;;1642, 5034, 5806;1;
24V-SGO2100-1-1-2-4-1;04.03.2024;14:15;04.03.2024;16:00;22;SEM;4;Seminargruppe 4: ;SGO2100;Sjøstedt, Tine Ellen;;;185170700;SV-ISS;BL11124 Seminarrom 124;;;1;
24V-SOS1100-1-1-1-502;04.03.2024;14:15;04.03.2024;16:00;141;FOR;;Forelesning;SOS1100;Flemmen, Magne Paalgard;;Professor;185170700;SV-ISS;BL20155 Auditorium 2;;622, 971, 2116, 2229, 4622, 5800, 5869, 6130;1;
24V-SOSGEO1120-1-1-1-1;05.03.2024;08:15;05.03.2024;10:00;200;FOR;;Forelesning;SOSGEO1120;Nosrati, Elias;;;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;971, 1642, 1920, 2040, 2116, 2229, 4622, 5034, 5799, 5800, 5802, 5806, 5851, 6130, 6392, 6420, 6421;1;
24V-SOSGEO1120-1-1-1-1;05.03.2024;08:15;05.03.2024;10:00;200;FOR;;Forelesning;SOSGEO1120;Hermansen, Are Skeie;;Professor;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;971, 1642, 1920, 2040, 2116, 2229, 4622, 5034, 5799, 5800, 5802, 5806, 5851, 6130, 6392, 6420, 6421;1;
24V-SOS2100-1-1-1-1;05.03.2024;10:15;05.03.2024;12:00;170;FOR;;Forelesning;SOS2100;Flemmen, Magne Paalgard;;Professor;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;622, 971, 2116, 2229, 4622, 5800, 5869;1;
24V-SOS2500-1-1-1-502;05.03.2024;10:15;05.03.2024;12:00;80;FOR;;Forelesninger;SOS2500;Grue, Jan;;Professor;185170700;SV-ISS;BL09110 Auditorium 3;;622, 971, 2229, 2328, 4622, 5869, 5898;1;
24V-SGO3200-1-1-1-1;05.03.2024;12:15;05.03.2024;15:00;40;FOR;;Forelesning: ;SGO3200;Herstad, Sverre Johan;;Professor;185170700;SV-ISS;BL273513 Undervisningsrom 3;;1642, 5032, 5034;1;
24V-SGO2302-1-1-2-2-1;06.03.2024;08:15;06.03.2024;10:00;22;SEM;2;Group 2: Seminar group 2;SGO2302;Stout, Ole Ronel;;;185170700;SV-ISS;BL11124 Seminarrom 124;;1642, 5034, 5806;1;
24V-SOS4050-1-1-1-1;06.03.2024;10:15;06.03.2024;12:00;40;FOR;;Forelesning;SOS4050;Lappegård, Trude;;Professor;185170700;SV-ISS;BL26209 Auditorium 209;;4624;1;
24V-SOS4050-1-1-1-1;06.03.2024;10:15;06.03.2024;12:00;40;FOR;;Forelesning;SOS4050;Kjellman, Kjell Erling;;Førstelektor;185170700;SV-ISS;BL26209 Auditorium 209;;4624;1;
24V-SGO2100-1-1-1-501;06.03.2024;10:15;06.03.2024;12:00;88;FOR;;Forelesning: ;SGO2100;Røe, Per Gunnar;;Professor;185170700;SV-ISS;BL13137 Auditorium 1;;5833;1;
24V-SOS1100-1-1-2-1-501;06.03.2024;10:15;06.03.2024;12:00;18;SEM;1;Seminar 1;SOS1100;Abuzeid, Aseel Dima Jamale Ahmed;;;185170700;SV-ISS;BL11301 Seminarrom 301;;622, 971, 2116, 2229, 4622, 5800, 5869, 6130;1;
